,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
1746,17739849,CHEMBL3887955,"ELISA Assay: The HTb-PARP1 positive clones were obtained using the full-length PARP1 plasmid, through PCR amplification, enzyme digestion, ligation, and transformation into DH5a. The plasmids were extracted and determined by enzyme cleavage, and then transformed into DH10Bac. Bacmid/PARP is determined by PCR and sequencing. TNI was transfected, the viruses were collected, and cells were lysed. PARP1 protein was purified by affinity chromatography and determined by Western blotting. A plate was coated by substrate histone, NAD+ and DNA, as well as expressed PARP1 enzyme, was placed into 96-well plate reaction system. Various reaction conditions were optimized and ultimately determined.",B,CHEMBL3947382,=,nM,300.0,CHEMBL3105,Homo sapiens,IC50,nM,300.0
1747,17739856,CHEMBL3887955,"ELISA Assay: The HTb-PARP1 positive clones were obtained using the full-length PARP1 plasmid, through PCR amplification, enzyme digestion, ligation, and transformation into DH5a. The plasmids were extracted and determined by enzyme cleavage, and then transformed into DH10Bac. Bacmid/PARP is determined by PCR and sequencing. TNI was transfected, the viruses were collected, and cells were lysed. PARP1 protein was purified by affinity chromatography and determined by Western blotting. A plate was coated by substrate histone, NAD+ and DNA, as well as expressed PARP1 enzyme, was placed into 96-well plate reaction system. Various reaction conditions were optimized and ultimately determined.",B,CHEMBL3902201,=,nM,310.0,CHEMBL3105,Homo sapiens,IC50,nM,310.0
1748,17739871,CHEMBL3887955,"ELISA Assay: The HTb-PARP1 positive clones were obtained using the full-length PARP1 plasmid, through PCR amplification, enzyme digestion, ligation, and transformation into DH5a. The plasmids were extracted and determined by enzyme cleavage, and then transformed into DH10Bac. Bacmid/PARP is determined by PCR and sequencing. TNI was transfected, the viruses were collected, and cells were lysed. PARP1 protein was purified by affinity chromatography and determined by Western blotting. A plate was coated by substrate histone, NAD+ and DNA, as well as expressed PARP1 enzyme, was placed into 96-well plate reaction system. Various reaction conditions were optimized and ultimately determined.",B,CHEMBL521686,=,nM,43.0,CHEMBL3105,Homo sapiens,IC50,nM,43.0
1749,17739872,CHEMBL3887955,"ELISA Assay: The HTb-PARP1 positive clones were obtained using the full-length PARP1 plasmid, through PCR amplification, enzyme digestion, ligation, and transformation into DH5a. The plasmids were extracted and determined by enzyme cleavage, and then transformed into DH10Bac. Bacmid/PARP is determined by PCR and sequencing. TNI was transfected, the viruses were collected, and cells were lysed. PARP1 protein was purified by affinity chromatography and determined by Western blotting. A plate was coated by substrate histone, NAD+ and DNA, as well as expressed PARP1 enzyme, was placed into 96-well plate reaction system. Various reaction conditions were optimized and ultimately determined.",B,CHEMBL3907010,=,nM,10.0,CHEMBL3105,Homo sapiens,IC50,nM,10.0
1750,17739873,CHEMBL3887955,"ELISA Assay: The HTb-PARP1 positive clones were obtained using the full-length PARP1 plasmid, through PCR amplification, enzyme digestion, ligation, and transformation into DH5a. The plasmids were extracted and determined by enzyme cleavage, and then transformed into DH10Bac. Bacmid/PARP is determined by PCR and sequencing. TNI was transfected, the viruses were collected, and cells were lysed. PARP1 protein was purified by affinity chromatography and determined by Western blotting. A plate was coated by substrate histone, NAD+ and DNA, as well as expressed PARP1 enzyme, was placed into 96-well plate reaction system. Various reaction conditions were optimized and ultimately determined.",B,CHEMBL4109341,=,nM,15.0,CHEMBL3105,Homo sapiens,IC50,nM,15.0
1751,17739874,CHEMBL3887955,"ELISA Assay: The HTb-PARP1 positive clones were obtained using the full-length PARP1 plasmid, through PCR amplification, enzyme digestion, ligation, and transformation into DH5a. The plasmids were extracted and determined by enzyme cleavage, and then transformed into DH10Bac. Bacmid/PARP is determined by PCR and sequencing. TNI was transfected, the viruses were collected, and cells were lysed. PARP1 protein was purified by affinity chromatography and determined by Western blotting. A plate was coated by substrate histone, NAD+ and DNA, as well as expressed PARP1 enzyme, was placed into 96-well plate reaction system. Various reaction conditions were optimized and ultimately determined.",B,CHEMBL3961901,=,nM,7.0,CHEMBL3105,Homo sapiens,IC50,nM,7.0
1752,17739875,CHEMBL3887956,"Cellular Assay: Based on the preliminary PARP1 inhibition evaluation of compounds at molecular level by ELISA, compounds were further evaluated for their cellular inhibition against PARP1 using a proliferation inhibition model.",B,CHEMBL3907010,=,nM,17.33,CHEMBL3105,Homo sapiens,IC50,nM,17.33
1753,17739876,CHEMBL3887956,"Cellular Assay: Based on the preliminary PARP1 inhibition evaluation of compounds at molecular level by ELISA, compounds were further evaluated for their cellular inhibition against PARP1 using a proliferation inhibition model.",B,CHEMBL3943929,=,nM,35.52,CHEMBL3105,Homo sapiens,IC50,nM,35.52
1754,17739877,CHEMBL3887956,"Cellular Assay: Based on the preliminary PARP1 inhibition evaluation of compounds at molecular level by ELISA, compounds were further evaluated for their cellular inhibition against PARP1 using a proliferation inhibition model.",B,CHEMBL3912508,=,nM,98.74,CHEMBL3105,Homo sapiens,IC50,nM,98.74
1755,17739878,CHEMBL3887956,"Cellular Assay: Based on the preliminary PARP1 inhibition evaluation of compounds at molecular level by ELISA, compounds were further evaluated for their cellular inhibition against PARP1 using a proliferation inhibition model.",B,CHEMBL3960883,=,nM,83.97,CHEMBL3105,Homo sapiens,IC50,nM,83.97
1756,17739879,CHEMBL3887956,"Cellular Assay: Based on the preliminary PARP1 inhibition evaluation of compounds at molecular level by ELISA, compounds were further evaluated for their cellular inhibition against PARP1 using a proliferation inhibition model.",B,CHEMBL3903910,=,nM,24.77,CHEMBL3105,Homo sapiens,IC50,nM,24.77
1757,17739880,CHEMBL3887956,"Cellular Assay: Based on the preliminary PARP1 inhibition evaluation of compounds at molecular level by ELISA, compounds were further evaluated for their cellular inhibition against PARP1 using a proliferation inhibition model.",B,CHEMBL3936349,=,nM,7.15,CHEMBL3105,Homo sapiens,IC50,nM,7.15
1758,17739881,CHEMBL3887956,"Cellular Assay: Based on the preliminary PARP1 inhibition evaluation of compounds at molecular level by ELISA, compounds were further evaluated for their cellular inhibition against PARP1 using a proliferation inhibition model.",B,CHEMBL521686,=,nM,86.32,CHEMBL3105,Homo sapiens,IC50,nM,86.32
1759,17739882,CHEMBL3887957,"Enzyme Assay: In order to test the selectivity of substituents on piperazinotriazole ring within the PARP family, the selectivity of compound S3 and positive compound AZD2281 were tested.",B,CHEMBL3907010,=,nM,0.74,CHEMBL3105,Homo sapiens,IC50,nM,0.74
1760,17739888,CHEMBL3887957,"Enzyme Assay: In order to test the selectivity of substituents on piperazinotriazole ring within the PARP family, the selectivity of compound S3 and positive compound AZD2281 were tested.",B,CHEMBL521686,=,nM,0.9,CHEMBL3105,Homo sapiens,IC50,nM,0.9
1761,17741690,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3891329,=,nM,10.0,CHEMBL3105,Homo sapiens,IC50,nM,10.0
1762,17741691,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3969742,=,nM,6.7,CHEMBL3105,Homo sapiens,IC50,nM,6.7
1763,17741692,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3915929,=,nM,7.6,CHEMBL3105,Homo sapiens,IC50,nM,7.6
1764,17741693,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3947278,=,nM,18.6,CHEMBL3105,Homo sapiens,IC50,nM,18.6
1765,17741694,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3892363,=,nM,6.3,CHEMBL3105,Homo sapiens,IC50,nM,6.3
1766,17741695,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3907218,=,nM,6.0,CHEMBL3105,Homo sapiens,IC50,nM,6.0
1767,17741696,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3929705,=,nM,6.0,CHEMBL3105,Homo sapiens,IC50,nM,6.0
1768,17741697,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3962648,=,nM,6.5,CHEMBL3105,Homo sapiens,IC50,nM,6.5
1769,17741698,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3911687,=,nM,5.2,CHEMBL3105,Homo sapiens,IC50,nM,5.2
1770,17741699,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3900548,=,nM,5.8,CHEMBL3105,Homo sapiens,IC50,nM,5.8
1771,17741700,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3925115,=,nM,3.3,CHEMBL3105,Homo sapiens,IC50,nM,3.3
1772,17741701,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3916191,=,nM,25.6,CHEMBL3105,Homo sapiens,IC50,nM,25.6
1773,17741702,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3946391,=,nM,19.8,CHEMBL3105,Homo sapiens,IC50,nM,19.8
1774,17741703,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3914932,=,nM,5.2,CHEMBL3105,Homo sapiens,IC50,nM,5.2
1775,17741704,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3972156,=,nM,6.3,CHEMBL3105,Homo sapiens,IC50,nM,6.3
1776,17741705,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3901034,=,nM,9.1,CHEMBL3105,Homo sapiens,IC50,nM,9.1
1777,17741706,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3983342,=,nM,24.0,CHEMBL3105,Homo sapiens,IC50,nM,24.0
1778,17741707,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3910080,=,nM,6.0,CHEMBL3105,Homo sapiens,IC50,nM,6.0
1779,17741708,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3914932,=,nM,5.2,CHEMBL3105,Homo sapiens,IC50,nM,5.2
1780,17741709,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3955609,=,nM,8.9,CHEMBL3105,Homo sapiens,IC50,nM,8.9
1781,17741710,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3933450,=,nM,7.0,CHEMBL3105,Homo sapiens,IC50,nM,7.0
1782,17741711,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3895581,=,nM,15.8,CHEMBL3105,Homo sapiens,IC50,nM,15.8
1783,17741712,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3906567,=,nM,15.2,CHEMBL3105,Homo sapiens,IC50,nM,15.2
1784,17741715,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3961684,=,nM,11.4,CHEMBL3105,Homo sapiens,IC50,nM,11.4
1785,17741716,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",B,CHEMBL3901638,=,nM,11.0,CHEMBL3105,Homo sapiens,IC50,nM,11.0
